1;1;1
1;2;2
1;3;3
1;3;4
1;3;5
1;3;6
1;3;6
1;3;7
1;3;7
1;3;7
1;3;8
1;3;9
1;3;10
1;3;11
1;3;12
1;3;13
1;3;14
1;3;15
1;3;16
1;3;17
1;4;18
1;4;19
1;4;9
1;4;20
1;4;10
1;4;11
1;4;14
2;1;21
2;1;22
2;2;23
2;2;24
2;3;23
2;3;24
2;4;25
2;4;26
2;4;27
2;4;23
2;4;28
2;4;29
2;4;30
2;4;31
2;5;32
2;6;21
2;6;26
2;6;27
2;6;23
2;6;31
2;7;23
2;7;24
2;8;33
2;8;34
2;9;35
2;9;36
2;9;4
2;9;37
2;9;5
2;9;6
2;9;7
2;9;7
2;9;38
2;9;27
2;9;23
2;9;39
2;9;33
2;9;34
2;9;34
2;9;31
2;1;0 40
2;1;0 41
2;1;0 42
2;1;1 33
2;1;1 34
2;1;1 34
2;1;2 43
2;1;3 34
2;1;4 33
2;1;5 29
3;1;44
3;2;4
3;2;8
3;2;45
3;2;46
3;2;44
3;2;47
3;3;19
3;4;48
3;4;20
3;4;49
3;4;50
3;5;19
3;5;20
3;6;43
3;7;51
4;1;52
4;2;52
4;3;53
4;3;52
4;3;54
4;4;52
4;5;52
4;5;54
4;6;54
4;7;55
4;7;11
4;8;56
4;9;11
4;1;0 7
4;1;0 11
4;1;0 44
4;1;0 57
4;1;1 58
4;1;1 56
4;1;2 11
4;1;2 52
4;1;2 57
4;1;3 59
4;1;3 60
4;1;4 11
4;1;4 57
4;1;5 59
4;1;6 61
4;1;7 62
4;1;7 59
4;1;8 63
4;1;9 55
4;1;9 64
4;1;9 57
4;2;0 59
4;2;0 64
4;2;0 65
4;2;0 66
4;2;1 37
4;2;1 62
4;2;1 67
4;2;1 65
4;2;2 4
4;2;2 7
4;2;2 62
4;2;3 60
4;2;4 52
4;2;4 54
4;2;5 68
4;2;5 69
4;2;6 66
4;2;7 66
4;2;8 59
4;2;8 70
4;2;9 71
4;2;9 59
4;2;9 72
4;2;9 70
4;3;0 71
4;3;1 64
4;3;2 11
4;3;3 64
4;3;3 73
4;3;4 64
5;1;74
5;2;74
5;3;74
5;4;75
5;4;74
5;4;76
5;5;74
6;1;49
6;1;11
6;2;77
6;2;78
6;2;7
6;2;7
6;2;8
6;2;79
6;2;80
6;2;81
6;2;82
6;2;83
6;2;39
6;2;84
6;2;15
6;3;85
6;3;63
6;3;7
6;3;7
6;3;7
6;3;7
6;3;7
6;3;7
6;3;86
6;4;87
6;4;7
6;4;8
6;4;8
6;4;88
6;5;89
6;5;15
6;5;88
6;5;88
6;5;88
6;5;60
6;6;77
6;6;34
6;6;34
6;7;77
6;7;4
6;7;4
6;8;90
6;8;91
6;9;92
6;9;93
6;1;0 80
6;1;0 26
6;1;0 83
6;1;0 94
6;1;1 95
6;1;2 96
6;1;2 79
6;1;2 80
6;1;2 82
6;1;2 83
6;1;2 11
6;1;2 84
6;1;2 97
6;1;2 17
6;1;3 98
6;1;4 99
6;1;5 95
6;1;6 79
6;1;7 84
7;1;100
7;2;64
7;2;76
8;1;101
8;2;55
8;3;102
8;3;6
8;3;6
8;3;7
8;3;103
8;3;62
8;3;62
8;3;55
8;3;104
8;3;15
8;3;47
9;1;32
9;1;62
9;2;105
9;3;105
9;4;55
9;5;102
9;5;7
9;5;55
9;5;44
9;5;47
1;0;1 32
1;0;2 106
1;0;3 107
1;0;4 100
1;0;4 24
1;0;5 75
1;0;5 24
1;0;5 76
1;0;6 75
1;0;6 108
1;0;6 24
1;0;6 76
1;0;7 109
1;0;7 4
1;0;7 7
1;0;7 7
1;0;7 67
1;0;7 44
1;0;8 34
1;0;9 6
1;0;9 7
1;0;10 34
1;0;10 34
1;0;11 110
1;0;12 75
1;0;12 24
1;0;12 76
1;1;1 111
1;1;2 112
1;1;2 10
1;1;2 24
1;1;3 112
1;1;3 113
1;1;3 11
1;1;3 114
1;1;4 115
1;1;4 6
1;1;4 7
1;1;4 7
1;1;4 7
1;1;4 7
1;1;4 7
1;1;4 103
1;1;4 67
1;1;4 116
1;1;4 15
1;1;4 15
1;1;4 15
1;1;4 15
1;1;4 47
1;1;4 47
1;1;5 67
1;1;5 116
1;1;5 47
1;1;6 112
1;1;6 82
1;1;6 83
1;1;6 24
1;1;7 62
1;1;7 112
1;1;7 10
1;1;7 24
1;1;8 117
1;1;9 3
1;1;9 7
1;1;9 81
1;1;9 118
1;1;10 119
1;1;10 111
1;1;11 43
1;1;12 117
1;1;13 112
1;1;13 82
1;1;13 10
1;1;13 24
1;2;1 55
1;2;2 120
1;3;1 121
1;3;1 121
1;3;1 122
1;3;2 85
1;3;2 109
1;3;2 7
1;3;2 15
1;3;3 15
1;3;4 109
1;3;4 62
1;3;5 6
1;3;5 123
1;3;5 124
1;3;5 125
1;3;5 12
1;3;5 30
1;3;6 126
1;3;6 127
1;3;6 121
1;3;6 121
1;3;7 116
1;3;8 6
1;3;8 8
1;3;9 128
1;3;9 109
1;3;9 36
1;3;10 128
1;3;10 129
1;3;10 129
1;3;11 130
1;3;11 131
1;3;11 132
1;3;12 133
1;3;12 6
1;3;13 7
1;3;13 15
1;3;13 44
1;3;14 134
1;3;15 135
1;3;15 6
1;3;15 126
1;3;15 127
1;3;15 121
1;3;15 121
1;3;16 136
1;3;16 8
1;3;17 35
1;3;17 135
1;3;17 7
1;3;17 7
1;3;17 7
1;3;17 125
1;3;17 12
1;3;17 30
1;3;18 126
1;3;18 127
1;3;18 121
1;3;18 121
1;3;18 8
1;3;19 8
1;3;19 125
1;3;19 137
1;3;19 30
1;3;19 43
1;4;1 55
1;4;2 62
1;4;3 55
1;5;1 102
1;5;1 7
1;5;1 7
1;5;1 103
1;5;1 55
1;5;1 104
1;5;1 15
1;5;1 47
1;5;2 138
1;5;3 139
1;6;1 34
1;6;2 8
1;6;2 45
1;6;3 140
1;6;4 32
1;6;5 7
1;6;6 141
1;6;6 142
1;6;6 10
1;6;6 11
1;6;6 34
1;6;7 34
1;6;8 34
1;6;9 4
1;6;9 141
1;6;9 10
1;6;9 11
1;6;10 4
1;6;10 7
1;6;10 143
1;6;10 141
1;6;10 27
1;6;10 10
1;6;10 34
1;6;10 34
1;6;10 60
1;6;10 134
1;6;10 43
1;6;11 4
1;6;12 71
1;6;12 36
1;6;12 4
1;6;12 5
1;6;12 6
1;6;12 7
1;6;12 7
1;6;12 7
1;6;12 7
1;6;12 143
1;6;12 27
1;6;12 10
1;6;12 39
1;6;12 39
1;6;12 34
1;6;12 15
1;6;12 144
1;6;12 145
1;6;13 5
1;6;13 7
1;6;13 19
1;6;14 8
1;6;14 45
1;6;15 71
1;6;16 19
1;6;16 26
1;6;16 27
1;6;16 83
1;6;16 11
1;6;16 43
1;6;17 8
1;6;17 44
1;6;18 146
1;6;19 147
1;6;19 146
1;7;1 148
1;7;1 7
1;7;1 149
1;8;1 6
1;8;2 150
1;8;3 151
1;8;3 152
1;8;3 153
1;8;3 154
1;8;3 155
1;8;3 150
1;8;4 98
1;8;4 19
1;8;4 8
1;8;4 118
1;8;4 156
1;8;5 157
1;8;6 46
1;8;6 152
1;8;6 150
1;8;7 35
1;8;7 6
